,scopus_id,title,publication_name,issn,isbn,eissn,volume,page_range,cover_date,doi,citation_count,affiliation,aggregation_type,subtype_description,authors,full_text,year
33,85120304144,A computer-aided drug design approach to discover tumour suppressor p53 protein activators for colorectal cancer therapy,Bioorganic and Medicinal Chemistry,09680896,,14643391,53,,2022-01-01,10.1016/j.bmc.2021.116530,6,"[{'name': 'Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa', 'city': 'Caparica', 'country': 'Portugal'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S0968089621005381,2022
34,85120169039,"Combined pharmacophore and grid‐independent molecular descriptors (Grind) analysis to probe 3d features of inositol 1,4,5‐trisphosphate receptor (ip3r) inhibitors in cancer",International Journal of Molecular Sciences,16616596,,14220067,22,,2021-12-01,10.3390/ijms222312993,6,"[{'name': 'National University of Sciences and Technology', 'city': 'Islamabad', 'country': 'Pakistan'}]",Journal,Article,[],,2021
35,85115208271,Structure-based design and classifications of small molecules regulating the circadian rhythm period,Scientific Reports,,,20452322,11,,2021-12-01,10.1038/s41598-021-97962-5,14,"[{'name': 'Koç Üniversitesi', 'city': 'Istanbul', 'country': 'Turkey'}]",Journal,Article,[],,2021
36,85113330039,A novel sulfamethoxazole derivative as an inhibitory agent against HSP70: A combination of computational with in vitro studies,International Journal of Biological Macromolecules,01418130,,18790003,189,194-205,2021-10-31,10.1016/j.ijbiomac.2021.08.128,6,"[{'name': 'University of Guilan', 'city': 'Rasht', 'country': 'Iran'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S0141813021017943,2021
37,85105484365,"Synthesis, characterization, anti-proliferative activity and DFT study of 1H-benzo[f]chromene-2-carbothioamide derivatives",Journal of Molecular Structure,00222860,,,1240,,2021-09-15,10.1016/j.molstruc.2021.130542,4,"[{'name': 'King Khalid University', 'city': 'Abha', 'country': 'Saudi Arabia'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S002228602100675X,2021
38,85122165143,Screening of Drug Efficacy of Rosmarinic Acid Derivatives as Aurora Kinase Inhibitors by Computer-Aided Drug Design Method,Current Computer-Aided Drug Design,15734099,,18756697,17,627-646,2021-08-01,10.2174/1573409916666200703170045,4,"[{'name': 'University of North Bengal', 'city': 'Darjeeling', 'country': 'India'}]",Journal,Article,[],,2021
39,85130729413,"Investigation of Amino Chalcone Derivatives as Anti-Proliferative Agents against MCF-7 Breast Cancer Cell Lines-DFT, Molecular Docking and Pharmacokinetics Studies","Advanced Journal of Chemistry, Section A",26457768,,26455676,4,288-299,2021-07-01,10.22034/ajca.2021.285869.1261,19,"[{'name': 'Adekunle Ajasin University', 'city': 'Akungba-Akoko', 'country': 'Nigeria'}]",Journal,Article,[],,2021
40,85103717072,Molecular modelling assisted design of napthalimide-dihydropyrimidinone conjugates as potential cytotoxic agents,Journal of Saudi Chemical Society,13196103,,,25,,2021-05-01,10.1016/j.jscs.2021.101226,4,"[{'name': 'Umm Al-Qura University', 'city': 'Makkah', 'country': 'Saudi Arabia'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S1319610321000314,2021
41,85100197847,The interaction between lipocalin 2 and dipyridine ketone hydrazone dithiocarbamte may influence respective function in proliferation and metastasis-related gene expressions in HepG2 cell,Journal of Biological Inorganic Chemistry,09498257,,14321327,26,123-133,2021-02-01,10.1007/s00775-020-01842-8,0,"[{'name': 'Xinxiang Medical University', 'city': 'Xinxiang', 'country': 'China'}]",Journal,Article,[],,2021
42,85097883773,Transplacental Transfer of Environmental Chemicals: Roles of Molecular Descriptors and Placental Transporters,Environmental Science and Technology,0013936X,,15205851,55,519-528,2021-01-05,10.1021/acs.est.0c06778,23,"[{'name': 'Jinan University', 'city': 'Guangzhou', 'country': 'China'}]",Journal,Article,[],,2021
43,85118245292,IN SILICO SCREENING AND MOLECULAR DYNAMIC SIMULATION STUDIES OF POTENTIAL SMALL MOLECULE IMMUNO-MODULATORS OF THE KIR2DS2 RECEPTOR,Journal of Phytomedicine and Therapeutics,11181028,,26365448,20,542-567,2021-01-01,10.4314/jopat.v20i1.8,3,"[{'name': 'National Biotechnology Development Agency, Nigeria', 'city': 'Wuse', 'country': 'Nigeria'}]",Journal,Article,[],,2021
44,85105591248,"QSAR, QSTR, and molecular docking studies of the anti-proliferative activity of phenylpiperazine derivatives against DU145 prostate cancer cell lines",Beni-Suef University Journal of Basic and Applied Sciences,23148535,,23148543,9,,2020-12-01,10.1186/s43088-020-00054-y,5,"[{'name': 'Ahmadu Bello University', 'city': 'Zaria', 'country': 'Nigeria'}]",Journal,Article,[],,2020
45,85091045811,In silico design and molecular docking study of CDK2 inhibitors with potent cytotoxic activity against HCT116 colorectal cancer cell line,Journal of Genetic Engineering and Biotechnology,1687157X,,20905920,18,,2020-12-01,10.1186/s43141-020-00066-2,15,"[{'name': 'Ahmadu Bello University', 'city': 'Zaria', 'country': 'Nigeria'}]",Journal,Article,[],,2020
46,85103571722,Design Synthesis and Biological Evaluation of Dithiocarbamate Substituted 2-Aminobenzothiazole Derivatives as Proviral Integration Site of Moloney Murine Leukaemia Virus 1 Kinase Inhibitors,Indian Journal of Pharmaceutical Sciences,0250474X,,19983743,82,1015-1024,2020-11-01,10.36468/pharmaceutical-sciences.733,4,"[{'name': 'Sarojini Naidu Vanita Pharmacy Maha Vidyalaya', 'city': 'Secunderabad', 'country': 'India'}]",Journal,Article,[],,2020
47,85095686191,Computational study of some cancer drugs as potent inhibitors of GSK3β,Scientific African,,,24682276,10,,2020-11-01,10.1016/j.sciaf.2020.e00612,13,"[{'name': 'Baze University', 'city': 'Abuja', 'country': 'Nigeria'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S2468227620303495,2020
48,85089526619,"Vibrational spectra, Hirshfeld surface analysis, molecular docking studies of (RS)-N,N-bis(2-chloroethyl)-1,3,2-oxazaphosphinan-2-amine 2-oxide by DFT approach",Heliyon,24058440,,,6,,2020-08-01,10.1016/j.heliyon.2020.e04641,13,"[{'name': 'Periyar University', 'city': 'Salem', 'country': 'India'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S2405844020314857,2020
49,85083847214,Molecular docking-based classification and systematic QSAR analysis of indoles as Pim kinase inhibitors,SAR and QSAR in Environmental Research,1062936X,,1029046X,31,399-419,2020-05-03,10.1080/1062936X.2020.1751277,8,"[{'name': 'Babol Noshirvani University of Technology', 'city': 'Babol', 'country': 'Iran'}]",Journal,Article,[],,2020
50,85084816192,"Theoretical calculations of molecular descriptors for anticancer activities of 1, 2, 3-triazole-pyrimidine derivatives against gastric cancer cell line (MGC-803): DFT, QSAR and docking approaches",Heliyon,24058440,,,6,,2020-05-01,10.1016/j.heliyon.2020.e03926,29,"[{'name': 'Ladoke Akintola University of Technology', 'city': 'Ogbomoso', 'country': 'Nigeria'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S2405844020307714,2020
51,85084031128,"Synthesis, antitumor evaluation, molecular modeling and quantitative structure–activity relationship (Qsar) of novel 2-[(4-amino-6-n-substituted-1,3,5-triazin-2-yl)methylthio]-4-chloro-5-methyl-n-(1h-benzo[d]imidazol-2(3h)-ylidene)benzenesulfonamides",International Journal of Molecular Sciences,16616596,,14220067,21,,2020-04-02,10.3390/ijms21082924,6,"[{'name': 'Gdanski Uniwersytet Medyczny', 'city': 'Gdansk', 'country': 'Poland'}]",Journal,Article,[],,2020
52,85081886838,"Anti-gastric cancer activity of 1,2,3-triazolo[4,5-d]pyrimidine hybrids (1,2,3-TPH): QSAR and molecular docking approaches",Heliyon,24058440,,,6,,2020-03-01,10.1016/j.heliyon.2020.e03561,11,"[{'name': 'Adeleke University', 'city': 'Ede', 'country': 'Nigeria'}, {'name': 'Ladoke Akintola University of Technology', 'city': 'Ogbomoso', 'country': 'Nigeria'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S2405844020304060,2020
53,85062157312,A Comparative Analysis of the Molecular Interaction Techniques for In Silico Drug Design,International Journal of Peptide Research and Therapeutics,15733149,,15733904,26,209-223,2020-03-01,10.1007/s10989-019-09830-6,4,"[{'name': 'Vellore Institute of Technology', 'city': 'Vellore', 'country': 'India'}]",Journal,Review,[],,2020
54,85135141996,"17th International Conference on Advanced Nano Materials, ANM 2020",Materials Today: Proceedings,,,22147853,51,,2020-01-01,,0,,Conference Proceeding,Conference Review,[],,2020
55,85118695650,QSAR and molecular docking study of quinazoline derivatives as anticancer agents using molecular descriptors,Materials Today: Proceedings,,,22147853,51,1821-1830,2020-01-01,10.1016/j.matpr.2020.05.283,5,"[{'name': 'Faculté des Sciences Dhar El Mahraz, Université Sidi Mohamed Ben Abdellah', 'city': 'Fez', 'country': 'Morocco'}]",Conference Proceeding,Conference Paper,[],https://api.elsevier.com/content/article/eid/1-s2.0-S221478532033844X,2020
56,85079758627,"Natural compounds therapeutic features in brain disorders by experimental, bioinformatics and cheminformatics methods",Current Medicinal Chemistry,09298673,,1875533X,27,78-98,2020-01-01,10.2174/0929867325666181031123127,4,"[{'name': 'Universitatea din Bucuresti', 'city': 'Bucharest', 'country': 'Romania'}]",Journal,Review,[],,2020
57,85077934533,"In vitro biological estimation of 1,2,3-triazolo[4,5-d]pyrimidine derivatives as anti-breast cancer agent: DFT, QSAR and docking studies",Current Pharmaceutical Biotechnology,13892010,,18734316,21,70-78,2020-01-01,10.2174/1389201020666190904163003,9,"[{'name': 'Adeleke University', 'city': 'Ede', 'country': 'Nigeria'}, {'name': 'Ladoke Akintola University of Technology', 'city': 'Ogbomoso', 'country': 'Nigeria'}]",Journal,Article,[],,2020
58,85077011592,Use of QSAR global models and molecular docking for developing new inhibitors of C-src tyrosine kinase,International Journal of Molecular Sciences,16616596,,14220067,21,,2020-01-01,10.3390/ijms21010019,9,"[{'name': 'Universitatea de Medicina si Farmacie Carol Davila din Bucuresti', 'city': 'Bucharest', 'country': 'Romania'}]",Journal,Article,[],,2020
59,85076996708,Modeling the antileukemia activity of ellipticine-related compounds: QSAR and molecular docking study,Molecules,,,14203049,25,,2020-01-01,10.3390/molecules25010024,8,"[{'name': 'Universidad del Norte', 'city': 'Barranquilla', 'country': 'Colombia'}]",Journal,Article,[],,2020
60,85060468884,In-silico modelling studies on some C<inf>14</inf>-urea-tetrandrine derivatives as potent anti-cancer agents against prostate (PC3) cell line,Journal of King Saud University - Science,10183647,,,32,770-779,2020-01-01,10.1016/j.jksus.2019.01.008,16,"[{'name': 'Ahmadu Bello University', 'city': 'Zaria', 'country': 'Nigeria'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S1018364718321529,2020
61,85074210041,QSAR study of human epidermal growth factor receptor (EGFR) inhibitors: conformation-independent models,Medicinal Chemistry Research,10542523,,15548120,28,2079-2087,2019-11-01,10.1007/s00044-019-02437-y,4,"[{'name': 'Universidad de Belgrano', 'city': 'Buenos Aires', 'country': 'Argentina'}]",Journal,Article,[],,2019
62,85057316173,Computational modeling and study of the anti-cancer activity of novel NSAID 1-acyl-4-cycloalkyl/arylsemicarbazide and 1-acyl-5-benzyloxy/hydroxy carbamoylcarbazide derivatives using molecular docking and molecular dynamics simulations,Structural Chemistry,10400400,,,30,887-898,2019-06-15,10.1007/s11224-018-1214-1,1,"[{'name': 'Daneshgahe Shahid Bahonar-e-Kerman', 'city': 'Kerman', 'country': 'Iran'}]",Journal,Article,[],,2019
63,85060866216,Development and design of novel cardiovascular therapeutics based on Rho kinase inhibition—In silico approach,Computational Biology and Chemistry,14769271,,,79,55-62,2019-04-01,10.1016/j.compbiolchem.2019.01.007,13,"[{'name': 'University of Niš', 'city': 'Nis', 'country': 'Serbia'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S1476927118308685,2019
64,85063640347,"Regioselective Synthesis, Molecular Descriptors of (1,5-Disubstituted 1,2,3-Triazolyl)Coumarin/Quinolone Derivatives and Their Docking Studies against Cancer Targets",ChemistrySelect,,,23656549,4,3486-3494,2019-03-29,10.1002/slct.201900114,12,"[{'name': 'The University of Burdwan', 'city': 'Bardhaman', 'country': 'India'}]",Journal,Article,[],,2019
65,85056790471,In silico evaluation of 5-hydroxypyrazoles as LSD1 inhibitors based on molecular docking derived descriptors,Journal of Molecular Structure,00222860,,,1179,514-524,2019-03-05,10.1016/j.molstruc.2018.11.019,6,"[{'name': 'Babol Noshirvani University of Technology', 'city': 'Babol', 'country': 'Iran'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S0022286018313231,2019
66,85061063890,Identification of antiproliferative emodin analogues as inhibitors of epidermal growth factor receptor in cancer,International Journal of Molecular Medicine,11073756,,1791244X,43,1281-1288,2019-03-01,10.3892/ijmm.2019.4066,4,"[{'name': 'China Medical University', 'city': 'Taichung', 'country': 'Taiwan'}]",Journal,Article,[],,2019
67,85077666499,"Pharmacophore modeling, synthesis, scaffold hopping and biological βhematin inhibition interaction studies for anti-malaria compounds",Current Topics in Medicinal Chemistry,15680266,,18734294,19,2743-2765,2019-01-01,10.2174/1568026619666191116160326,8,"[{'name': 'School of Pharmacy and Pharmaceutical Sciences', 'city': 'Isfahan', 'country': 'Iran'}]",Journal,Article,[],,2019
68,85070490207,Investigation of the inhibition potential of new oxindole derivatives and assessment of their usefulness for targeted therapy,Symmetry,,,20738994,11,,2019-01-01,10.3390/sym11080974,6,"[{'name': 'Ludwik Rydygier Collegium Medicum in Bydgoszcz', 'city': 'Bydgoszcz', 'country': 'Poland'}]",Journal,Article,[],,2019
69,85058955789,Computational design of multi-target drugs against breast cancer,Methods in Pharmacology and Toxicology,15572153,,19406053,,443-458,2019-01-01,10.1007/7653_2018_24,1,"[{'name': 'Central Institute of Medicinal and Aromatic Plants India', 'city': 'Lucknow', 'country': 'India'}]",Book Series,Book Chapter,[],,2019
70,85053107596,Theoretical and experimental studies on anticancer drug mitoxantrone,Journal of Molecular Structure,00222860,,,1173,837-847,2018-12-05,10.1016/j.molstruc.2018.07.020,7,"[{'name': 'Princess Nourah Bint Abdulrahman University', 'city': 'Riyadh', 'country': 'Saudi Arabia'}]",Journal,Article,[],https://api.elsevier.com/content/article/eid/1-s2.0-S0022286018308391,2018
71,85049145244,In silico modelling of quantitative structure–activity relationship of multi-target anticancer compounds on k-562 cell line,Network Modeling Analysis in Health Informatics and Bioinformatics,21926662,,21926670,7,,2018-12-01,10.1007/s13721-018-0168-y,4,"[{'name': 'Ahmadu Bello University', 'city': 'Zaria', 'country': 'Nigeria'}]",Journal,Article,[],,2018
